Kode,Tekst
DJ989,Tilstand i åndedrætsorgan UNS
DJ99,Lungeforandringer ved sygdom klassificeret andetsteds
DJ990,Lungeforandringer ved reumatoid sygdom
DJ991,Lungeforandringer ved anden bindevævssygdom
DJ998,Lungeforandringer ved anden sygdom klassificeret andetsteds
,Kap. XI: Sygdomme i fordøjelsesorganer [DK00-DK93]
,"Sygdomme i mundhulen, spytkirtler og kæber [DK00-DK14]"
DK00,Forstyrrelser i tænders udvikling og frembrud
DK000,Anodonti
DK000A,Aplasi af tand
DK001,Overtallige tænder
DK002,Afvigelser i størrelse og form af tænder
DK002A,Dens evaginatus
DK002B,Dens invaginatus
DK002C,Enamelom
DK002D,Abnorm form på tand UNS
DK002E,Macrodontia
DK002G,Microdontia
DK003,Opacitet i tandemalje
DK003A,Fluorosis dentalis
DK004,Forstyrrelse i tanddannelse
DK004A,Turners tænder
DK004B,Hypoplasi af tandemalje
DK005,Arvelig tandanomali IKA
DK005A,Amelogenesis imperfecta
DK005B,Dentinogenesis imperfecta
DK005C,Dysplasi af tand
DK006,Abnormt tandfrembrud
DK006A,Dentitio praecox
DK006B,Eruptio dentium tarda
DK006C,Dens deciduus persistens
DK006D,Dens neonatalis
DK007,Eruptiopati
DK007A,Dentitio difficilis
DK008,Anden forstyrrelse i tandudviklingen
DK008A,Endogen misfarvning af tænder UNS
DK008B,Misfarvning af tænder før frembrud
DK009,Forstyrrelse i tandudviklingen UNS
DK01,Ikke-frembrudt tand
DK010,Retineret tand
DK011,Impakteret tand
DK02,Huller i tænder
DK020,Karies i tandemaljen
DK021,Karies i tandbenet
DK022,Karies i tandcementen
DK023,Caries dentium arrestum
DK024,Odontoklasi
DK025,Karies med pulpa eksponering
DK028,Anden form for karies
DK029,Karies UNS
DK03,Andre sygdomme i det hårde tandvæv
DK030,Attritio dentium
DK031,Abrasio dentium
DK032,Erosio dentium
DK033,Resorptio dentium
DK033A,Granuloma internum pulpae dentium
DK033B,Resorptio dentium externi
DK033C,Resorptio dentium interni
DK034,Hypercementosis
DK035,Ankylosis dento-alveolaris
DK036,Tandbelægninger
DK036A,Accretio dentis
DK036B,Tandsten
DK036C,Ydre misfarvning af tænder UNS
DK037,Misfarvning af tænder efter frembrud
DK038,Anden sygdom i det hårde tandvæv
DK038A,Adamantina irradiata
DK038B,Dentinum sensitivum
DK038C,Enamelum irradiatum
DK039,Sygdom i det hårde tandvæv UNS
DK04,Sygdom i tandpulpa og det periapikale væv
DK040,Pulpitis
DK040A,Absces i tandpulpa
DK040B,Polyp i tandpulpa
DK041,Nekrose i tandpulpa
DK041A,Gangræn i tandpulpa
DK042,Degeneration af tandpulpa
DK043,Abnorm dentindannelse i tandpulpa
DK044,Akut apikal parodontitis
DK045,Kronisk apikal parodontitis
DK045A,Periapikalt granulom
DK045B,Apikalt granulom
DK046,Periapikal tandabsces med fistel
DK046A,Alveolær tandabsces med fistel
DK046B,Fistula dentalis
DK046C,Fistula processus alveolaris
DK046D,Fistula periapicalis
DK046E,Parulis med fistel
DK047,Periapikal tandabsces uden fistel
DK047A,Alveolær tandabsces uden fistel
DK047B,Parulis UNS
DK048,Tandrodscyste
DK048A,Periodontal cyste
DK048B,Periapikal cyste
DK048C,Apikal cyste
DK049,Anden eller ikke specificeret sygdom i tandpulpa eller periapikalt væv
DK05,Gingivitis og parodontale sygdomme
DK050,Akut gingivitis
DK051,Kronisk gingivitis
DK051A,Ulcerøs gingivitis
DK051B,Gingivitis UNS
DK051C,Hyperplastisk gingivitis
DK051D,Kronisk gingivitis forårsaget af lægemiddel
DK052,Akut parodontitis
DK052A,Parodontal absces
DK052B,Akut marginal parodontitis
DK052C,Akut perikoronitis
DK053,Kronisk parodontitis
DK053A,Parodontitis UNS
DK053B,Kronisk perikoronitis
DK054,Parodontose
DK054A,Juvenil parodontose
DK055,Anden parodontal sygdom
DK056,Parodontal sygdom UNS
DK06,Andre sygdomme i tandkød og tilstødende væv
DK060,Gingivaretraktion
DK061,Gingival hyperplasi
DK061A,Gingival fibromatose
DK061B,Irritativ hyperplasi af processus alveolaris efter tab af tænder
DK062,Traumatiske forandringer i gingiva eller processus alveolaris efter tab af tænder
DK062A,Traumatiske forandringer processus alveolaris efter tab af tænder
DK062B,Traumatiske forandringer i gingiva
DK068,Anden sygdom i gingiva eller processus alveolaris efter tab af tænder
DK068A,Gingivacyste
DK068B,Epulis gigantocellularis UNS
DK068C,Epulis fibrosus
DK068D,Pyogent granulom i gingiva
DK068E,Granuloma teleangiectaticum gingivae
DK068F,Perifert kæmpecellegranulom i underkæben
DK068G,Perifert kæmpecellegranulom i overkæben
DK068H,Misfarvning af gingiva
DK068I,Erytroplaki på gingiva
DK068K,Melanoplaki på gingiva
DK068L,Forreste mundhulefistel
DK069,Sygdom i tandkød eller tilstødende væv UNS
DK07,Dento-faciale anomalier
DK070,Større abnormiteter i kæbernes dimensioner
DK070A,Hyperplasi af overkæben
DK070B,Hyperplasi af underkæben
DK070C,Hypoplasi af overkæben
DK070D,Hypoplasi af underkæben
DK071,Abnormt forhold mellem kæber og basis cranii
DK071A,Asymmetrisk underkæbe
DK071B,Asymmetrisk overkæbe
DK071C,Prominerende overkæbe
DK071D,Prominerende underkæbe
DK071E,Vigende overkæbe
DK071F,Vigende underkæbe
DK072,Bidanomali
DK072A,Åbent frontalt bid
DK072B,Dybt bid
DK072C,Dybt bid med fortandssammenbid
DK072D,Åbent lateralt bid
DK072E,Invertering af tand
DK072F,Krydsbid
DK072G,Midtlinjeforskydning af fortænder
DK072H,Mesial okklusion af tænder
DK072I,Distal okklusion af tænder
DK072J,Maksilært overbid
DK072K,Ekstremt overbid
DK072L,Horisontalt overbid
DK073,Fejlstilling af tænder
DK073A,Diastema dentium
DK073B,Ektopi af tænder
DK073C,Rotation af tænder
DK073D,Spredtstilling af tænder
DK073E,Trangstilling af tænder
DK073F,Transposition af tænder
DK074,Malokklusion UNS
DK075,Funktionsforstyrrelser i kæber og ansigt
DK075A,Funktionsforstyrrelser i kæber og ansigt med malokklusion
DK075B,Constrictio maxillarum
DK075C,Forstyrrelse i tyggefunktionen
DK076,Lidelse i kæbeled
DK076A,Smertebetinget funktionsforstyrrelse i kæbeled
DK076B,Klik i kæbeled
DK076C,Ankylose i kæbeled
DK076D,Slidgigt i kæbeled
DK076E,Kondromatose i kæbeled
DK076F,Dislokation af ledskive i kæbeled
DK076M,Mandibulær dysfunktion UNS
DK078,Anden dento-facial anomali
DK079,Dento-facial anomali UNS
DK08,Andre sygdomme i tænder og støttevæv
DK080,Tab af tænder ved systemisk sygdom
DK081,"Tab af tænder ved ulykke, ekstraktion eller parodontal sygdom"
DK081A,Tab af tænder ved ulykke
DK081B,Tab af tænder ved parodontal sygdom
DK081C,Tab af tænder ved ekstraktion
DK081D,Partiel tandløshed
DK082,Atrofi af processus alveolaris efter tab af tænder
DK083,Retineret tandrod
DK083A,Tandsekvester
DK088,Anden sygdom i tænder eller støttevæv
DK088A,Hypertrofi af processus alveolaris UNS
DK088B,Tandpine UNS
DK088C,Ujævn processus alveolaris
DK089,Sygdom i tænder eller støttevæv UNS
DK089A,Blødning fra processus alveolaris UNS
DK09,Cyster i mundregionen IKA
DK090,Odontogen udviklingscyste
DK090A,Cystis periodontalis lateralis
DK090B,Cystis primordialis
DK090C,Cystis dentalis follicularis
DK090D,Keratocystis odontogenica
DK091,Ikke-odontogen udviklingscyste i mundregionen
DK091A,Cystis nasopalatina
DK091B,Cystis processus alveolaris
DK091C,Cystis fissuralis maxillae
DK091D,Cystis mediana palati
DK091E,Cystis fissuralis mandibulae
DK091F,Cystis canalis incisivus
DK092,Anden kæbecyste
DK092A,Cystis maxillae traumatica
DK092B,Overkæbecyste UNS
DK092C,Cystis mandibulae aneurysmatica
DK092D,Cystis maxillae haemorrhagica
DK092E,Cystis maxillae aneurysmatica
DK092F,Cystis mandibulae haemorrhagica
DK092G,Cystis mandibulae traumatica
DK092H,Underkæbecyste UNS
DK092I,Cystis residualis
DK098,Anden cyste i mundregionen IKA
DK098A,Cystis nasolabialis
DK098B,Cystis lymphoepithelialis regionis oralis
DK098C,Cystis nasoalveolaris
DK098D,Cystis dermoides regionis oralis
DK098E,Epsteins perle
DK099,Cyste i mundregionen UNS
DK10,Andre sygdomme i kæber
DK100,Udviklingsforstyrrelse i kæbe
DK100A,Cystis latens mandibulae
DK100B,Cystis latens maxillae
DK100C,Udviklingsforstyrrelse i overkæbe
DK100D,Udviklingsforstyrrelse i underkæbe
DK100E,Cystis statica mandibulae
DK100F,Torus palatinus
DK100G,Torus mandibularis
DK101,Centralt kæmpecellegranulom i kæbe
DK101A,Centralt kæmpecellegranulom i overkæben
DK101B,Centralt kæmpecellegranulom i underkæben
DK102,Betændelsestilstand i kæbe
DK102A,Ostitis maxillae
DK102B,Ostitis mandibulae
DK102C,Osteomyelitis mandibulae
DK102D,Osteomyelitis maxillae
DK102E,Osteoradionecrosis mandibulae
DK102F,Osteoradionecrosis maxillae
DK102G,Periostitis mandibulae
DK102H,Periostitis maxillae
DK102I,Sequestrum maxillae
DK102J,Sequestrum mandibulae
DK103,Ostitis alveolaris
DK103B,Periostitis alveolaris
DK108,Anden sygdom i kæbe
DK108A,Atrofi af underkæben
DK108B,Atrofi af overkæben
DK108C,Cherubismus mandibulae
DK108D,Cherubismus maxillae
DK108E,Exostosis maxillae
DK108F,Exostosis mandibulae
DK108G,Hyperplasia condylaris unilateralis mandibulae
DK108H,Hypoplasia condylaris unilateralis mandibulae
DK108I,Ostitis fibrosa mandibulae
DK108J,Ostitis fibrosa maxillae
DK109,Sygdom i kæbe UNS
DK11,Sygdomme i spytkirtler
DK110,Atrofi af spytkirtel
DK110A,Atrofi af glandula parotidea
DK111,Hypertrofi af spytkirtel
DK111A,Hypertrofi af glandula parotidea
DK111B,Hypertrofi af glandula submandibularis
DK111C,Hypertrofi af glandula sublingualis
DK112,Betændelse i spytkirtel
DK112A,Purulent parotitis
DK112B,Kronisk parotitis
DK112C,Akut parotitis
DK112D,Sialodochitis
DK113,Absces i spytkirtel
DK113A,Abscessus glandulae submandibularis
DK113B,Abscessus glandulae sublingualis
DK113C,Abscessus glandulae submandibularis
DK113D,Abscessus glandulae parotideae
DK114,Fistel i spytkirtel
DK114A,Fistel i glandula parotidea
DK115,Spytsten
DK115A,Spytsten i glandula parotidea
DK116,Mukocele i spytkirtel
DK116A,Cystis glandulae sublingualis
DK116B,Cystis glandulae parotideae
DK116C,Ranula
DK117,Sekretionsforstyrrelse i spytkirtel
DK117A,Hyposalivatio
DK117B,Salivatio excessiva
DK117C,Hypersalivatio
DK117D,Mundtørhed forårsaget af sekretionsforstyrrelse i spytkirtler
DK118,Anden sygdom i spytkirtel
DK118A,Erhvervet tillukning af udførselsgang fra spytkirtel
DK118B,Erhvervet deformering af udførselsgang fra spytkirtel
DK118C,Godartet lymfoepitelial læsion i spytkirtel
DK118E,Sialectasia
DK118F,Sialometaplasia necroticans
DK118G,Sialose
DK118H,Stenosis ductus salivarii UNS
DK118I,Strictura ductus salivarii UNS
DK118J,Forsnævring af udførselsgang fra glandula parotidea
DK119,Sygdom i spytkirtel UNS
DK12,Betændelse i mundslimhinden og beslægtede sygdomme
DK120,Aftøs mundbetændelse
DK120A,Aphthae oris recurrentes
DK120B,Bednars after
DK120C,Periadenitis mucosa necrotica recurrens
DK120D,Stomatitis herpetiformis
DK121,Anden form for stomatitis
DK121A,Ulcerøs mundbetændelse
DK121B,Stomatitis UNS
DK121C,Stomatitis catarrhalis
DK122,Flegmone eller absces i munden
DK122A,Abscessus submandibularis
DK122B,Absces i munden
DK13,Andre sygdomme i læber og mundslimhinde
DK130,Sygdom i læberne
DK130A,Abscessus labii oris
DK130B,Cheilitis exfoliativa
DK130C,Cheilitis UNS
DK130D,Cheilitis glandularis
DK130E,Cheilitis angularis IKA
DK130F,Cheilodynia
DK130G,Cystis labii oris
DK130H,Fissura labii oris
DK130I,Fistula labii oris
DK130J,Hypertrofi af læber
DK131,Kindbidning og læbebidning
DK131A,Læbebidning
DK131B,Kindbidning
DK132,Leukoplakia eller anden forstyrrelse i mundslimhinden
DK132A,Acanthosis linguae
DK132B,Erythroplakia oris
DK132C,Erythroplakia linguae
DK132D,Erythroplakia buccae
DK132E,Leukoedema oris
DK132F,Leukoedema linguae
DK132G,Leukokeratosis nicotina palati
DK132H,Leukoplakia oris
DK132I,Leukoplakia linguae
DK132J,Leukoplakia buccae
DK132K,Leukoplakia gingivae
DK132M,Misfarvning af mundslimhinden UNS
DK132N,Hyperplasia epithelialis focalis (FEH)
DK133,Håret leukoplaki
DK134,Granulom eller granulomlignende sygdom i mundslimhinden
DK134A,Granuloma purulenta mucosae oris
DK134B,Granuloma mucosae oris
DK134C,Granuloma eosinophilica mucosae oris
DK134D,Xanthoma verrucosa mucosae oris
DK134E,Cheilitis granulomatosa
DK135,Submukøs fibrose i munden
DK135A,Submukøs fibrose i tungen
DK136,Hypertrophia irritativa mucosae oris
DK137,Anden eller ikke nærmere specificeret sygdom i mundslimhinde
DK137A,Ulcus mucosae buccae
DK137B,Ulcus mucosae palati
DK137C,Hyperplasia papilliformis mucosae oris palati
DK137D,Allergia mucosae oris
DK137E,Orodynia
DK137F,Ulcus mucosae oris UNS
DK14,Sygdomme i tungen
DK140,Glossitis
DK140A,Absces i tungen
DK140B,Papillitis linguae
DK140C,Traumatisk ulcus på tungen
DK140D,Ulcus på tungen UNS
DK141,Lingua geographica
DK142,Glossitis rhombica mediana
DK143,Hypertrofi af tungepapiller
DK143A,Lingua (villosa) nigra
DK144,Atrofi af tungepapiller
DK144A,Atrofisk glottitis
DK145,Lingua plicata
DK145A,Erhvervede fissurer i tungen
DK145B,Lingua scrotalis
DK146,Smerter i tungen
DK146A,Glossopyrosis
DK148,Anden sygdom i tungen
DK148A,Atrofi af tungen
DK148B,Hemiatrofi af tungen
DK148C,Hypertrofi af tungen
DK148D,Erhvervet makroglossi
DK148F,Eosinofilt ulcus på tungen
DK148G,Lingua indentata
DK149,Sygdom i tunge UNS
,"Sygdomme i spiserøret, mavesækken og tolvfingertarmen [DK20-DK31]"
DK20,Betændelse i spiserøret
DK209,Øsofagitis UNS
DK209A,Absces i spiserøret
DK209B,Peptisk øsofagitis
DK209C,Øsofagitis forårsaget af kemikalie
DK209D,Eosinofil øsofagitis
DK21,Gastro-øsofageal refluks
DK210,Gastro-øsofageal refluks med øsofagitis
DK219,Gastro-øsofageal refluks uden øsofagitis
DK219A,Søvnrelateret gastro-øsofageal refluks
DK219B,Gastro-øsofageal refluks UNS
DK22,Andre sygdomme i spiserøret
DK220,Cardia-akalasi
DK221,Ulcus i spiserøret
DK221A,Erosion i spiserøret
DK221B,Peptisk ulcus i spiserøret
DK221C,Ulcus i spiserøret forårsaget af svampeinfektion
DK221D,Ulcus i spiserøret forårsaget af kemikalie
DK221E,Ulcus i spiserøret forårsaget af lægemiddel
DK221F,Ulcerativ øsofagitis UNS
DK222,Obstruktion af spiserøret
DK222A,Kompression af spiserøret
DK222B,Stenose i spiserøret
DK222C,Striktur i spiserøret
DK223,Perforation af spiserøret
DK223A,Ruptur af spiserøret
DK224,Spiserørsdyskinesi
DK224A,Øsofaguspasmer
DK225,Erhvervet øsofagusdivertikel
DK225A,Traktionsdivertikel i spiserøret
DK225B,Pulsionsdivertikel i øsofagus
DK226,Mallory-Weiss' syndrom
DK227,Barretts øsofagus
DK228,Anden sygdom i spiserøret
DK228A,Cystis oesophagi
DK228B,Dilatatio oesophagi
DK228C,Fistula tracheo-oesophagealis
DK228D,Fistula broncho-oesophagealis
DK228E,Functio laesa oesophagi
DK228F,Blødning i spiserøret UNS
DK228G,Leukoplakia oesophagi
DK228H,Megaloøsofagus
DK228I,Presbyøsofagus
DK229,Sygdom i øsofagus UNS
DK23,Sygdom i øsofagus ved sygdom klassificeret andetsteds
DK230,Tuberkuløs øsofagitis
DK231,Megaøsofagus ved Chagas' sygdom
DK238,Forstyrrelser i øsofagus ved anden sygdom klassificeret andetsteds
DK25,Mavesår
DK250,Akut mavesår med blødning
DK250A,Akut ulcus i cardia med blødning
DK250B,Akut ulcus i corpus ventriculi med blødning
DK250C,Akut jukstapylorisk ulcus med blødning
DK250D,Akut præpylorisk ulcus med blødning
DK250E,Akut pylorusulcus med blødning
DK250F,Exulceratio simplex Dieulafoy med blødning
DK251,Akut mavesår med perforation
DK251A,Akut ulcus i cardia med perforation
DK251B,Akut pylorusulcus med perforation
DK251C,Akut ulcus i corpus ventriculi med perforation
DK251D,Akut jukstapylorisk ulcus med perforation
DK251E,Akut præpylorisk ulcus med perforation
DK252,Akut mavesår med blødning og perforation
DK252A,Akut ulcus i cardia med blødning og perforation
DK252B,Akut pylorusulcus med blødning og perforation
DK252C,Akut ulcus i corpus ventriculi med blødning og perforation
DK252D,Akut jukstapylorisk ulcus med blødning og perforation
DK252E,Akut præpylorisk ulcus med blødning og perforation
DK253,Akut mavesår uden blødning eller perforation
DK253A,Akut ulcus i cardia uden blødning eller perforation
DK253B,Akut pylorusulcus uden blødning eller perforation
DK253C,Akut ulcus i corpus ventriculi uden blødning eller perforation
DK253D,Akut jukstapylorisk ulcus uden blødning eller perforation
DK253E,Akut præpylorisk ulcus uden blødning eller perforation
DK254,Kronisk eller ikke specificeret mavesår med blødning
DK254A,Kronisk ulcus i cardia med blødning
DK254B,Ulcus UNS i cardia med blødning
DK254C,Kronisk pylorusulcus med blødning
DK254D,Pylorusulcus UNS med blødning
DK254E,Kronisk ulcus i corpus ventriculi med blødning
DK254F,Ulcus UNS i corpus ventriculi med blødning
DK254G,Kronisk jukstapylorisk ulcus med blødning
DK254H,Jukstapylorisk ulcus UNS med blødning
DK254I,Kronisk præpylorisk ulcus med blødning
DK254J,Præpylorisk ulcus UNS med blødning
DK255,Kronisk eller ikke specificeret mavesår med perforation
DK255A,Kronisk ulcus i cardia med perforation
DK255B,Ulcus UNS i cardia med perforation
DK255C,Kronisk pylorusulcus med perforation
DK255D,Pylorusulcus UNS med perforation
DK255E,Kronisk ulcus i corpus ventriculi med perforation
DK255F,Ulcus UNS i corpus ventriculi med perforation
DK255G,Kronisk jukstapylorisk ulcus med perforation
DK255H,Jukstapylorisk ulcus UNS med perforation
DK255I,Kronisk præpylorisk ulcus med perforation
DK255J,Præpylorisk ulcus UNS med perforation
DK256,Kronisk eller ikke specificeret mavesår med blødning og perforation
DK256A,Kronisk ulcus i cardia med blødning og perforation
DK256B,Ulcus UNS i cardia med blødning og perforation
DK256C,Kronisk pylorusulcus med blødning og perforation
DK256D,Pylorusulcus UNS med blødning og perforation
DK256E,Kronisk ulcus i corpus ventriculi med blødning og perforation
DK256F,Ulcus UNS i corpus ventriculi med blødning og perforation
DK256G,Kronisk jukstapylorisk ulcus med blødning og perforation
DK256H,Jukstapylorisk ulcus UNS med blødning og perforation
DK256I,Kronisk præpylorisk ulcus med blødning og perforation
DK256J,Præpylorisk ulcus UNS med blødning og perforation
DK257,Kronisk mavesår uden blødning eller perforation
DK257A,Kronisk ulcus i cardia uden blødning eller perforation
DK257B,Kronisk pylorusulcus uden blødning eller perforation
DK257C,Kronisk ulcus i corpus ventriculi uden blødning eller perforation
DK257D,Kronisk jukstapylorisk ulcus uden blødning eller perforation
DK257E,Kronisk præpylorisk ulcus uden blødning eller perforation
DK259,Mavesår UNS uden blødning eller perforation
DK259A,Mavesår UNS
DK26,Sår på tolvfingertarmen
DK260,Akut duodenalulcus med blødning
DK260A,Akut postpylorisk ulcus med blødning
DK261,Akut duodenalulcus med perforation
DK261A,Akut postpylorisk ulcus med perforation
DK262,Akut duodenalulcus med blødning og perforation
DK262A,Akut postpylorisk ulcus med blødning og perforation
DK263,Akut duodenalulcus uden blødning eller perforation
DK263A,Akut postpylorisk ulcus uden blødning eller perforation
DK264,Kronisk eller ikke specificeret duodenalulcus med blødning
DK264A,Kronisk duodenalulcus med blødning
DK264B,Duodenalulcus UNS med blødning
DK264C,Kronisk postpylorisk ulcus med blødning
DK264D,Postpylorisk ulcus UNS med blødning
DK265,Kronisk eller ikke specificeret duodenalulcus med perforation
DK265A,Kronisk duodenalulcus med perforation
DK265B,Duodenalulcus UNS med perforation
DK265C,Kronisk postpylorisk ulcus med perforation
DK265D,Postpylorisk ulcus UNS med perforation
DK266,Kronisk eller ikke specificeret duodenalulcus med blødning og perforation
DK266A,Kronisk duodenalulcus med blødning og perforation
DK266B,Duodenalulcus UNS med blødning og perforation
DK266C,Kronisk postpylorisk ulcus med blødning og perforation
DK266D,Postpylorisk ulcus UNS med blødning og perforation
DK267,Kronisk duodenalulcus uden blødning eller perforation
DK267A,Kronisk postpylorisk ulcus uden blødning eller perforation
DK269,Duodenalulcus UNS uden blødning eller perforation
DK27,Mavesår og sår på tolvfingertarm
DK270,Akut gastroduodenalt ulcus med blødning
DK271,Akut gastroduodenalt ulcus med perforation
DK272,Akut gastroduodenalt ulcus med blødning og perforation
DK273,Akut gastroduodenalt ulcus uden blødning eller perforation
DK274,Kronisk eller ikke specificeret gastroduodenalt ulcus med blødning
DK275,Kronisk eller ikke specificeret gastroduodenalt ulcus med perforation
DK276,Kronisk eller ikke specificeret gastroduodenalt ulcus med blødning og perforation
DK277,Kronisk gastroduodenalt ulcus uden blødning eller perforation
DK279,Gastroduodenalt ulcus UNS uden blødning eller perforation
DK28,Recidivsår efter gastroenterostomi
DK280,Akut gastrointestinalt sår med blødning
DK280A,Akut gastrojejunalt sår med blødning
DK280B,Akut gastrokolisk sår med blødning
DK281,Akut gastrointestinalt sår med perforation
DK281A,Akut gastrojejunalt sår med perforation
DK281C,Akut gastrokolisk sår med perforation
DK282,Akut gastrointestinalt sår med blødning og perforation
DK282A,Akut gastrojejunalt sår med blødning og perforation
DK282C,Akut gastrokolisk sår med blødning og perforation
DK283,Akut gastrointestinalt sår uden blødning og perforation
DK283A,Akut gastrojejunalt sår uden blødning og perforation
DK283C,Akut gastrokolisk sår uden blødning og perforation
DK284,Kronisk eller ikke specificeret gastrointestinalt sår med blødning
DK284A,Kronisk gastrojejunalt sår med blødning
DK284B,Gastrojejunalt sår UNS med blødning
DK284C,Kronisk gastrokolisk sår med blødning
DK284D,Gastrokolisk sår UNS med blødning
DK285,Kronisk eller ikke specificeret gastrointestinalt sår med perforation
DK285A,Kronisk gastrojejunalt sår med perforation
DK285B,Gastrojejunalt sår UNS med perforation
DK285C,Kronisk gastrokolisk sår med perforation
DK285D,Gastrokolisk sår UNS med perforation
DK286,Kronisk eller ikke specificeret gastrointestinalt sår med blødning og perforation
DK286A,Kronisk gastrojejunalt sår med blødning og perforation
DK286B,Gastrojejunalt sår UNS med blødning og perforation
DK286C,Kronisk gastrokolisk sår med blødning og perforation
DK286D,Gastrokolisk sår UNS med blødning og perforation
DK287,Kronisk gastrointestinalt sår uden blødning og perforation
DK287A,Kronisk gastrojejunalt sår uden blødning og perforation
DK287B,Kronisk gastrokolisk sår uden blødning og perforation
DK289,Gastrointestinalt sår UNS uden blødning eller perforation
DK29,Gastroduodenitis
DK290,Akut blødende gastritis
DK291,Anden form for akut mavekatar
DK292,Alkoholisk gastritis
DK293,Kronisk superficiel gastritis
DK294,Kronisk atrofisk gastritis
DK295,Kronisk gastritis UNS
DK296,Anden form for mavekatar
DK296A,Hypertrofisk gastritis
DK296B,Granulomatøs gastritis
DK297,Mavekatar UNS
DK298,Duodenitis
DK298A,Akut blødende duodenitis
DK299,Gastroduodenitis UNS
DK30,Funktionelt fordøjelsesbesvær
DK309,Funktionel dyspepsi UNS
DK31,Andre sygdomme i mavesæk og duodenum
DK310,Akut dilatation af mavesækken
DK310A,Akut atoni af mavesækken
DK311,Hypertrofisk pylorostenose
DK311A,Pylorostenose UNS
DK312,Timeglasformet striktur eller stenose i mavesækken
DK312A,Stenose i mavesækken
DK312B,Stenose i cardia
DK312C,Striktur af mavesækken
DK313,Pylorospasme IKA
DK314,Divertikel i mavesækken
DK314A,Divertikel i cardia
DK315,Obstruktion af duodenum
DK315A,Stenose i duodenum
DK315B,Striktur af duodenum
DK316,Fistel fra mavesækken eller duodenum
DK316A,Fistel fra mavesækken UNS
DK316B,Gastrojejunal fistel
DK316C,Fistel fra duodenum
DK316D,Gastrokolisk fistel
DK316E,Gastrointestinal fistel
DK317,Polyp i mavesækken eller duodenum
DK318,Anden sygdom i ventrikel eller duodenum
DK318A,Achylia gastrica
DK318B,Dysfunctio pylori
DK318C,Ectasia ventriculi
DK318D,Gastroptosis
DK318E,Hyperchlorhydria
DK318F,Hypersecretio gastrica
DK318G,Prolapsus mucosae pylori
DK318H,Retentio ventriculi
DK318J,Timeglasformet kontraktur i mavesækken
DK319,Sygdom i mavesækken eller duodenum UNS
,Sygdomme i blindtarmen [DK35-DK38]
DK35,Akut blindtarmsbetændelse
DK352,Akut appendicitis med generaliseret peritonitis
DK353,Akut appendicitis med lokaliseret peritonitis
DK353A,Akut appendicitis med peritoneal absces
DK353B,Akut appendicitis med periappendikulær absces
DK358,Anden og ikke specificeret akut appendicitis
DK358A,Akut appendicitis UNS
DK358B,Akut gangrænøs appendicitis
DK358C,Akut flegmonøs appendicitis
DK36,Andre former for blindtarmsbetændelse
DK369,Kronisk eller recidiverende appendicitis
DK37,Blindtarmsbetændelse UNS
DK379,Appendicitis UNS
DK38,Andre sygdomme i blindtarmen
DK380,Lymfoid hyperplasi af appendix
DK381,Konkrement i appendix
DK381A,Koprolit i appendix
DK382,Appendixdivertikel
DK383,Appendixfistel
DK388,Anden sygdom i blindtarmen
DK388A,Blindtarmscyste
DK388B,Invagination af blindtarmen
DK388C,Blindtarmsmukocele
DK388D,Neuroma appendicis
DK389,Sygdom i blindtarmen UNS
,Hernier [DK40-DK46]
DK40,Lyskebrok
DK400,Bilateralt ingvinalhernie med ileus uden gangræn
DK401,Bilateralt ingvinalhernie med gangræn
DK402,Bilateralt ingvinalhernie uden ileus eller gangræn
DK402A,Bilateralt ingvinalhernie UNS
DK403,Unilateralt ingvinalhernie med ileus uden gangræn
DK403A,Unilateralt inkarcereret ingvinalhernie med ileus uden gangræn
DK403B,Unilateralt irreponibelt ingvinalhernie med ileus uden gangræn
DK404,Unilateralt ingvinalhernie med gangræn
DK409,Ingvinalhernie UNS uden ileus eller gangræn
DK41,Lårbrok
DK410,Bilateralt femoralhernie med ileus uden gangræn
DK411,Bilateralt femoralhernie med gangræn
DK412,Bilateralt femoralhernie uden ileus eller gangræn
DK412A,Bilateralt femoralhernie UNS
DK413,Unilateralt femoralhernie med ileus uden gangræn
DK413A,Unilateralt inkarcereret femoralhernie med ileus uden gangræn
DK413B,Unilateralt irreponibelt femoralhernie med ileus uden gangræn
DK414,Unilateralt femoralhernie med gangræn
DK419,Femoralhernie UNS uden ileus eller gangræn
DK42,Navlebrok
DK420,Umbilikalhernie med ileus uden gangræn
DK420A,Inkarcereret umbilikalhernie
DK420B,Irreponibelt umbilikalhernie
DK421,Umbilikalhernie med gangræn
DK429,Umbilikalhernie uden ileus eller gangræn
DK43,Bugvægsbrok
DK430,Incisionalhernie med ileus uden gangræn
DK431,Incisionalhernie med gangræn
DK432,Incisionalhernie uden ileus eller gangræn
DK433,Parastomalt hernie med ileus uden gangræn
DK434,Parastomalt hernie med gangræn
DK435,Parastomalt hernie uden ileus eller gangræn
DK435A,Kolostomihernie uden ileus eller gangræn
DK435B,Ileostomihernie uden ileus eller gangræn
DK435C,Urostomihernie uden ileus eller gangræn
DK435D,Andet parastomalt hernie uden ileus eller gangræn
DK436,Andet ventralhernie med ileus uden gangræn
DK436A,Inkarcereret ventralhernie uden gangræn
DK436B,Irreponibelt ventralhernie uden gangræn
DK437,Andet ventralhernie med gangræn
DK439,Ventralhernie UNS uden ileus eller gangræn
DK44,Brok i mellemgulvet
DK440,Diafragmahernie med ileus uden gangræn
