Kode,Tekst
MJ05AB11,valaciclovir
MJ05AB12,cidofovir
MJ05AB13,penciclovir
MJ05AB14,valganciclovir
MJ05AB15,brivudin
MJ05AB16,remdesivir
MJ05AB17,brincidofovir
MJ05AB18,molnupiravir
MJ05AC,cykliske aminer
MJ05AC02,rimantadin
MJ05AC03,tromantadin
MJ05AD,phosphonsyre-derivater
MJ05AD01,foscarnet
MJ05AD02,fosfonet
MJ05AE,protease inhibitorer
MJ05AE01,saquinavir
MJ05AE02,indinavir
MJ05AE03,ritonavir
MJ05AE04,nelfinavir
MJ05AE05,amprenavir
MJ05AE07,fosamprenavir
MJ05AE08,atazanavir
MJ05AE09,tipranavir
MJ05AE10,darunavir
MJ05AE30,nirmatrelvir og ritonavir
MJ05AF,nucleosid og nucleotid revers transcriptase-hæmmere
MJ05AF01,zidovudin
MJ05AF02,didanosin
MJ05AF03,zalcitabin
MJ05AF04,stavudin
MJ05AF05,lamivudin
MJ05AF06,abacavir
MJ05AF07,tenofovir disoproxil
MJ05AF08,adefovir dipivoxil
MJ05AF09,emtricitabin
MJ05AF10,entecavir
MJ05AF11,telbivudin
MJ05AF12,clevudin
MJ05AF13,tenofovir alafenamid
MJ05AG,non-nucleosid revers transcriptase-hæmmere
MJ05AG01,nevirapin
MJ05AG02,delavirdin
MJ05AG03,efavirenz
MJ05AG04,etravirin
MJ05AG05,rilpivirin
MJ05AG06,doravirin
MJ05AH,neuraminidase-inhibitorer
MJ05AH01,zanamivir
MJ05AH02,oseltamivir
MJ05AH03,peramivir
MJ05AH04,laninamivir
MJ05AJ,integrasehæmmere
MJ05AJ01,raltegravir
MJ05AJ02,elvitegravir
MJ05AJ03,dolutegravir
MJ05AJ04,cabotegravir
MJ05AP,antivirale midler til behandling af HCV-infektioner
MJ05AP01,ribavirin
MJ05AP02,telaprevir
MJ05AP03,boceprevir
MJ05AP04,faldaprevir
MJ05AP05,simeprevir
MJ05AP06,asunaprevir
MJ05AP07,daclatasvir
MJ05AP08,sofosbuvir
MJ05AP09,dasabuvir
MJ05AP10,elbasvir
MJ05AP11,grazoprevir
MJ05AP12,coblopasvir
MJ05AP51,sofosbuvir og ledipasvir
MJ05AP52,"dasabuvir, ombitasvir, paritaprevir og ritonavir"
MJ05AP53,"ombitasvir, paritaprevir og ritonavir"
MJ05AP54,elbasvir og grazoprevir
MJ05AP55,sofosbuvir og velpatasvir
MJ05AP56,"sofosbuvir, velpatasvir og voxilaprevir"
MJ05AP57,glecaprevir og pibrentasvir
MJ05AP58,"daclatasvir, asunaprevir og beclabuvir"
MJ05AR,"antivirale midler til behandling af hiv-infektioner, komb."
MJ05AR01,zidovudin og lamivudin
MJ05AR02,lamivudin og abacavir
MJ05AR03,tenofovirdisoproxil og emtricitabin
MJ05AR04,"zidovudin, lamivudin og abacavir"
MJ05AR05,"zidovudin, lamivudin og nevirapin"
MJ05AR06,"emtricitabin,tenofovirdisoproxil og efavirenz"
MJ05AR07,"stavudin, lamivudin og nevirapin"
MJ05AR08,"emtricitabin, tenofovirdisoproxil og rilpivirin"
MJ05AR09,"emtricitabin, tenofovirdisoproxil, elvitegravir og cobicistat"
MJ05AR10,lopinavir og ritonavir
MJ05AR11,"lamivudin, tenofovir disoproxil og efavirenz"
MJ05AR12,lamivudin og tenofovirdisoproxil
MJ05AR13,"lamivudin, abacavir og dolutegravir"
MJ05AR14,darunavir og cobicistat
MJ05AR15,atazanavir og cobicistat
MJ05AR16,lamivudin og raltegravir
MJ05AR17,emtricitabin og tenofovir alafenamid
MJ05AR18,"emtricitabin, tenofovir alafenamid, elvitegravir, cobicistat"
MJ05AR19,"emtricitabin, tenofovir alafenamid og rilpivirin"
MJ05AR20,"emtricitabin, tenofovir alafenamid og bictegravir"
MJ05AR21,dolutegravir og rilpivirin
MJ05AR22,"emtricitabin, tenofovir alafenamid, darunavir og cobicistat"
MJ05AR23,atazanavir og ritonavir
MJ05AR24,"lamivudin, tenofovirdisoproxil og doravirin"
MJ05AR25,lamivudin og dolutegravir
MJ05AR26,darunavir og ritonavir
MJ05AR27,"lamivudin, tenofovirdisoproxil og dolutegravir"
MJ05AX,andre antivirale midler
MJ05AX01,moroxydin
MJ05AX02,lysozym
MJ05AX05,inosin pranobex
MJ05AX06,pleconaril
MJ05AX07,enfuvirtid
MJ05AX09,maraviroc
MJ05AX10,maribavir
MJ05AX13,umifenovir
MJ05AX17,enisamiumiodid
MJ05AX18,letermovir
MJ05AX19,tiloron
MJ05AX21,pentandisyreimidazolylethanamid
MJ05AX23,ibalizumab
MJ05AX24,tecovirimat
MJ05AX25,baloxavirmarboxil
MJ05AX26,amenamevir
MJ05AX27,favipiravir
MJ05AX28,bulevirtid
MJ05AX29,fostemsavir
MJ05AX31,lenacapavir
MJ06,immunsera og immunoglobuliner
MJ06A,immunsera
MJ06AA,immunsera
MJ06AA01,difteri antitoxin
MJ06AA02,tetanus antitoxin
MJ06AA03,slangegift antiserum
MJ06AA04,botulinum antitoxin
MJ06AA05,gas-gangræn sera
MJ06AA06,rabies serum
MJ06B,immunoglobuliner
MJ06BA,"immunoglobuliner, normal human"
MJ06BA01,"immunoglobuliner, normal human til extravasc. brug"
MJ06BA02,"immunoglobuliner, normal human til intravasc. brug"
MJ06BB,specifikke immunoglobuliner
MJ06BB01,anti-D (Rh) immunoglobulin
MJ06BB02,tetanus immunoglobulin
MJ06BB03,varicella/zoster immunoglobulin
MJ06BB04,hepatitis B immunoglobulin
MJ06BB05,rabies immunoglobulin
MJ06BB06,rubella immunoglobulin
MJ06BB07,vaccinia immunoglobulin
MJ06BB08,staphylococcus immunoglobulin
MJ06BB09,cytomegalovirus immunoglobulin
MJ06BB10,difteri immunoglobulin
MJ06BB11,hepatitis A immunoglobulin
MJ06BB12,"encephalitis, tick borne immunoglobulin"
MJ06BB13,pertussis immunoglobulin
MJ06BB14,morbilli immunoglobulin
MJ06BB15,parotitis immunoglobulin
MJ06BB19,anthrax immunoglobulin
MJ06BB30,"specifikke immunoglobuliner, komb."
MJ06BC,antibakterielle monoklonale antistoffer
MJ06BC01,nebacumab
MJ06BC02,raxibacumab
MJ06BC03,bezlotoxumab
MJ06BC04,obiltoxaximab
MJ06BD,antivirale monoklonale antistoffer
MJ06BD01,palivizumab
MJ06BD02,motavizumab
MJ06BD03,tixagevimab og cilgavimab
MJ06BD04,ansuvimab
MJ06BD05,sotrovimab
MJ06BD06,regdanvimab
MJ06BD07,casirivimab og imdevimab
MJ06BD08,nirsevimab
MJ07,vacciner
MJ07A,bacterielle vacciner
MJ07AC,anthrax vacciner
MJ07AC01,anthrax antigen
MJ07AD,brucellose vacciner
MJ07AD01,brucella antigen
MJ07AE,cholera vacciner
MJ07AE01,"cholera, inaktiveret, hele celler"
MJ07AE02,"cholera, levende attenueret"
MJ07AE51,"cholera,komb. med typhoid vac., inakt.,hele celler"
MJ07AF,difteri vacciner
MJ07AF01,difteri toxoid
MJ07AG,haemophilus influenza B vacciner
MJ07AG01,"haemophilus influenza B, purified antigen konjugeret"
MJ07AG51,"haemophilus influenza B, komb. med toxoider"
MJ07AG52,"haemophilus influenza B, komb. med pertussis og toxoider"
MJ07AG53,"haemophilus influenza B, komb. med meningococcus C, konjugeret"
MJ07AG54,"haemophilus influenza B, komb. med meningococcus C,Y, konjugeret"
MJ07AH,meningokok vacciner
MJ07AH01,"miningococcus A, purified polysaccharides antigen"
MJ07AH02,andre meningococcal monovalent purified polysaccharides antigen
MJ07AH03,"meningococcus A,C, bivalent purified polysaccharides antigen"
MJ07AH04,"meningococcus A,C,Y,W135, tetravalent purified polysaccharides antigen"
MJ07AH05,andre meningococcal polyvalent purified polysaccharides antigen
MJ07AH06,"meningococcus B, outer membrane vesicle vaccine"
MJ07AH07,"meningococcus C, purified polysaccharides antigen konjugat"
MJ07AH08,"meningococcus A,C,Y,W135, tetravalent purified polysaccharides antigen konjugat"
MJ07AH09,"meningococcus B, multikomponent vaccine"
MJ07AH10,"meningococcus A, renset polysaccharid antigen konjugat"
MJ07AJ,pertussis vacciner
MJ07AJ01,"pertussis, inaktiveret, hele celler"
MJ07AJ02,"pertussis, renset antigen"
MJ07AJ51,"pertussis, inakt., hele celler, kombinationer med toxoider"
MJ07AJ52,"pertusiss, renset antigen, kombinationer med toxoider"
MJ07AK,pest vacciner
MJ07AK01,"pest, inaktiveret, hele celler"
MJ07AL,pneumokok vacciner
MJ07AL01,"pneumococcus, purified polysaccharides antigen"
MJ07AL02,"pneumococcus, purified polysacc. antigen conj."
MJ07AL52,"pneumococcus, renset polysaccharid antigen og haemophillus influenzae, konjugat"
MJ07AM,tetanus vacciner
MJ07AM01,tetanus toxoid
MJ07AM51,"tetanus toxoid, komb. med difteri toxoid"
MJ07AM52,"tetanus toxoid, komb. med tetanus immunoglobulin"
MJ07AN,tuberculose vacciner
MJ07AN01,"tuberculose, levende attenueret"
MJ07AP,tyfus vacciner
MJ07AP01,"tyfus, oral, levende attenueret"
MJ07AP02,"tyfus, inaktiveret, hele celler"
MJ07AP03,"tyfus, renset polysaccharid antigen"
MJ07AP10,"tyfus, kombinationer med paratyfus typer"
MJ07AR,typhus exanthematicus vacciner
MJ07AR01,"typhus exanthematicus, inaktiveret, hele celler"
MJ07AX,andre bacterielle vacciner
MJ07AX01,leptospira vacciner
MJ07B,virale vacciner
MJ07BA,encephalitis vacciner
MJ07BA01,"encephalitis, tick borne, inaktiveret, hele virus"
MJ07BA02,"encephalitis, japansk, inaktiveret, hele virus"
MJ07BA03,"encephalitis, japansk, levende svækket"
MJ07BB,influenza vacciner
MJ07BB01,"influenza, inaktiveret, hele virus"
MJ07BB02,"influenza, renset antigen"
MJ07BB03,"influenza, levende svækket"
MJ07BB04,"influenza, viruslignende partikler"
MJ07BC,hepatitis vacciner
MJ07BC01,"hepatitis B, renset antigen"
MJ07BC02,"hepatitis A, inaktiveret, hel virus"
MJ07BC20,"hepatitis vacciner, kombinationer"
MJ07BD,mæslingevacciner
MJ07BD01,"mæslinger, levende attenueret"
MJ07BD51,"mæslinger, komb. m. fåresyge, levende attenueret"
MJ07BD52,"mæslinger, komb. m. fåresyge og rubella, levende attenueret"
MJ07BD53,"mæslinger, komb. m. rubella, levende attenueret"
MJ07BD54,"mæslinger, komb. med fåresyge, rubella og varicella, levende attenueret"
MJ07BE,fåresygevacciner
MJ07BE01,"fåresyge, levende attenueret"
MJ07BF,poliomyelitis vacciner
MJ07BF01,"poliomyelitis oral, monovalent, levende attenueret"
MJ07BF02,"poliomyelitis oral, trivalent, levende attenueret"
MJ07BF03,"poliomyelitis, trivalent, inaktiveret, hele virus"
MJ07BF04,"poliomyelitis oral, bivalent, levende attenueret"
MJ07BG,rabies vacciner
MJ07BG01,"rabies, inaktiveret, hele virus"
MJ07BH,rota virus diarrhea vacciner
MJ07BH01,"rota virus, levende attenueret"
MJ07BH02,"rota virus, pentavalent, levende, reassorted"
MJ07BJ,rubella vacciner
MJ07BJ01,"rubella, levende attenueret"
MJ07BJ51,"rubella, komb. m. fåresyge, levende attenueret"
MJ07BK,varicella zoster vacciner
MJ07BK01,"varicella, levende attenueret"
MJ07BK02,"zoster virus, levende attenueret"
MJ07BK03,"zoster, renset antigen"
MJ07BL,gul feber vacciner
MJ07BL01,"gul feber, levende attenueret"
MJ07BM,papillomavirus-vacciner
MJ07BM01,"papillomavirus (human type 6, 11, 16, 18)"
MJ07BM02,"papillomavirus (human type 16, 18)"
MJ07BM03,"papillomavirus (human type 6, 11, 16, 18, 31, 33, 45, 52,58)"
MJ07BN,COVID-19 vacciner
MJ07BN01,"COVID-19, RNA-baseret vaccine"
MJ07BN02,"COVID-19, virusvektor, non-replikerende"
MJ07BN03,"COVID-19, inaktiveret virus"
MJ07BN04,"covid-19, protein subunit"
MJ07BX,andre virale vacciner
MJ07BX01,koppevaccine
MJ07BX02,ebolavirus
MJ07BX04,denguefeber vacciner
MJ07C,"bacterielle og virale vacciner, kombinerede"
MJ07CA,"bacterielle og virale vacciner, kombinerede"
MJ07CA01,difteri-poliomyelitis-tetanus
MJ07CA02,difteri-pertussis-poliomyelitis-tetanus
MJ07CA03,difteri-rubella-tetanus
MJ07CA04,haemophilus influenza B og poliomyelitis
MJ07CA05,difteri-hepatitis B-pertussis-tetanus
MJ07CA06,difteri-haemophilus influenza B-pertussis-polio-tetanus
MJ07CA07,difteri-hepatitis B-tetanus
MJ07CA08,haemophilus influenza og hepatitis B
MJ07CA09,difteri-haemophilus influenza B-pertussis-polio-tetanus-hepatitis B
MJ07CA10,tyfus - hepatitis A
MJ07CA11,difteri-haemophilus influenza B-pertussis-tetanus-hepatitis B
MJ07CA12,difteri-pertussis-polio-tetanus-hepatitis B
MJ07CA13,diphtherie-haemophilus-influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C
MJ07X,andre vacciner
MJ07XA,parasitære vacciner
MJ07XA01,malariavacciner
ML,Antineoplastiske og immunomodulerende midler
ML01,antineoplastiske stoffer
ML01A,alkyleringsmidler
ML01AA,kvælstofsennepsgas-analoger
ML01AA01,cyclophosphamid
ML01AA02,chlorambucil
ML01AA03,melphalan
ML01AA05,chlormethin
ML01AA06,ifosfamid
ML01AA07,trofosfamid
ML01AA08,prednimustin
ML01AA09,bendamustin
ML01AA10,melphalanflufenamid
ML01AB,alkylsulfonater
ML01AB01,busulfan
ML01AB02,treosulfan
ML01AB03,mannosulfan
ML01AC,ethyleniminer
ML01AC01,thiotepa
ML01AC02,triaziquon
ML01AC03,carboquon
ML01AD,nitrosoureastoffer
ML01AD01,carmustin
ML01AD02,lomustin
ML01AD03,semustin
ML01AD04,streptozocin
ML01AD05,fotemustin
ML01AD06,nimustin
ML01AD07,ranimustin
ML01AD08,uramustin
ML01AG,epoxider
ML01AG01,etoglucid
ML01AX,andre alkyleringsmidler
ML01AX01,mitobronitol
ML01AX02,pipobroman
ML01AX03,temozolomid
ML01AX04,dacarbazin
ML01B,antimetabolitter
ML01BA,folsyre-analoger
ML01BA01,methotrexat
ML01BA03,raltitrexed
ML01BA04,pemetrexed
ML01BA05,pralatrexat
ML01BB,purin-analoger
ML01BB02,mercaptopurin
ML01BB03,tioguanin
ML01BB04,cladribin
ML01BB05,fludarabin
ML01BB06,clofarabin
ML01BB07,nelarabin
ML01BC,pyrimidin-analoger
ML01BC01,cytarabin
ML01BC02,fluoruracil
ML01BC03,tegafur
ML01BC04,carmofur
ML01BC05,gemcitabin
ML01BC06,capecitabin
ML01BC07,azacitidin
ML01BC08,decitabin
ML01BC09,floxuridin
ML01BC52,"fluoruracil, kombinationer"
ML01BC53,"tegafur, komb."
ML01BC59,"trifluridin, kombinationer"
ML01C,plantealkaloider og andre naturprodukter
ML01CA,vinca-alkaloider og analoger
ML01CA01,vinblastin
ML01CA02,vincristin
ML01CA03,vindesin
ML01CA04,vinorelbin
ML01CA05,vinflunin
ML01CA06,vintafolid
ML01CB,podophyllotoxin-derivater
ML01CB01,etoposid
ML01CB02,teniposid
ML01CC,colchicin-derivater
ML01CC01,demecolcin
ML01CD,taxaner
ML01CD01,paclitaxel
ML01CD02,docetaxel
ML01CD03,paclitaxel poliglumex
ML01CD04,cabazitaxel
ML01CD51,paclitaxel og encequidar
ML01CE,topoisomerase 1 hæmmere
ML01CE01,topotecan
ML01CE02,irinotecan
ML01CE03,etirinotecan pegol
ML01CE04,belotecan
ML01CX,andre plantealkaloider og naturprodukter
ML01CX01,trabectedin
ML01D,cytotoksiske antibiotica og beslægtede stoffer
ML01DA,actinomyciner
ML01DA01,dactinomycin
ML01DB,anthracycliner og beslægtede stoffer
ML01DB01,doxorubicin
ML01DB02,daunorubicin
ML01DB03,epirubicin
ML01DB04,aclarubicin
ML01DB05,zorubicin
ML01DB06,idarubicin
ML01DB07,mitoxantron
ML01DB08,pirarubicin
ML01DB09,valrubicin
ML01DB10,amrubicin
ML01DB11,pixantron
ML01DC,andre cytotoxiske antibiotica
ML01DC01,bleomycin
ML01DC02,plicamycin
ML01DC03,mitomycin
ML01DC04,ixabepilon
ML01E,proteinkinasehæmmere
ML01EA,BCR-ABL tyrosinkinasehæmmere
ML01EA01,imatinib
ML01EA02,dasatinib
ML01EA03,nilotinib
ML01EA04,bosutinib
ML01EA05,ponatinib
ML01EA06,asciminib
ML01EB,epidermal vækstfaktor receptor (EGFR)-tyrosinkinasehæmmere
ML01EB01,gefitinib
ML01EB02,erlotinib
ML01EB03,afatinib
ML01EB04,osimertinib
ML01EB05,rociletinib
ML01EB06,olmutinib
ML01EB07,dacomitinib
ML01EB08,icotinib
ML01EB09,lazertinib
ML01EB10,mobocertinib
ML01EB11,aumolertinib
ML01EC,b-raf serin-threoninkinase (BRAF) hæmmere
ML01EC01,vemurafenib
ML01EC02,dabrafenib
ML01EC03,encorafenib
ML01ED,anaplastisk lymfom kinase (ALK) hæmmere
ML01ED01,crizotinib
ML01ED02,ceritinib
ML01ED03,alectinib
ML01ED04,brigatinib
ML01ED05,lorlatinib
ML01EE,mitogen-aktiverede proteinkinase (MEK) hæmmere
ML01EE01,trametinib
ML01EE02,cobimetinib
ML01EE03,binimetinib
ML01EE04,selumetinib
ML01EF,cyclin-afhængig kinase (CDK) hæmmere
ML01EF01,palbociclib
ML01EF02,ribociclib
ML01EF03,abemaciclib
ML01EG,mammalian target of rapamycin (mTOR) kinase hæmmere
ML01EG01,temsirolimus
ML01EG02,everolimus
ML01EG03,ridaforolimus
ML01EG04,sirolimus
ML01EH,human epidermal vækstfaktor receptor 2 (HER2) tyrosinkinase hæmmere
ML01EH01,lapatinib
ML01EH02,neratinib
ML01EH03,tucatinib
ML01EJ,janus associerede kinase (JAK) hæmmere
ML01EJ01,ruxolitinib
ML01EJ02,fedratinib
ML01EJ03,pacritinib
ML01EK,vaskulær endotelial vækstfaktor receptor (VEGFR)-tyrosinkinase hæmmere
ML01EK01,axitinib
ML01EK02,cediranib
ML01EK03,tivozanib
ML01EL,Bruton's tyrosinkinase (BTK) hæmmere
ML01EL01,ibrutinib
ML01EL02,acalabrutinib
ML01EL03,zanubrutinib
ML01EM,phosphatidylinositol-3-kinase (Pi3K) hæmmere
ML01EM01,idelalisib
ML01EM02,copanlisib
ML01EM03,alpelisib
ML01EM04,duvelisib
ML01EM05,parsaclisib
ML01EN,fibroblast vækstfaktor receptor (FGFR) tyrosinkinasehæmmere
ML01EN01,erdafitinib
ML01EN02,pemigatinib
ML01EN03,infigratinib
ML01EN04,futibatinib
ML01EX,andre proteinkinasehæmmere
ML01EX01,sunitinib
ML01EX02,sorafenib
ML01EX03,pazopanib
ML01EX04,vandetanib
ML01EX05,regorafenib
ML01EX06,masitinib
ML01EX07,cabozantinib
ML01EX08,lenvatinib
ML01EX09,nintedanib
ML01EX10,midostaurin
ML01EX11,quizartinib
ML01EX12,larotrectinib
ML01EX13,gilteritinib
ML01EX14,entrectinib
ML01EX15,pexidartinib
ML01EX17,capmatinib
ML01EX18,avapritinib
ML01EX19,ripretinib
ML01EX21,tepotinib
ML01EX22,selpercatinib
ML01EX23,pralsetinib
ML01EX24,surufatinib
ML01EX25,umbralisib
ML01F,monoklonale antistoffer og antistof-lægemiddel-konjugater
ML01FA,anti-CD20 monoklonale antistoffer
ML01FA01,rituximab
ML01FA02,ofatumumab
ML01FA03,obinutuzumab
ML01FB,anti-CD22 monoklonale antistoffer
ML01FB01,inotuzumab ozogamicin
ML01FB02,moxetumomab pasudotox
ML01FC,anti-CD38 monoklonale antistoffer
ML01FC01,daratumumab
ML01FC02,isatuximab
ML01FD,human epidermal vækstfaktor receptor 2 (HER2) hæmmere
ML01FD01,trastuzumab
ML01FD02,pertuzumab
ML01FD03,trastuzumab emtansin
ML01FD04,trastuzumab deruxtecan
ML01FD05,trastuzumab duocarmazin
ML01FD06,margetuximab
ML01FE,epidermal vækstfaktor receptor (EGFR) hæmmere
ML01FE01,cetuximab
ML01FE02,panitumumab
ML01FE03,necitumumab
ML01FF,PD-1/PDL-1 (Programmed cell death protein 1/death ligand 1) hæmmere
ML01FF01,nivolumab
ML01FF02,pembrolizumab
ML01FF03,durvalumab
ML01FF04,avelumab
ML01FF05,atezolizumab
ML01FF06,cemiplimab
ML01FF07,dostarlimab
ML01FF08,prolgolimab
ML01FF09,tislelizumab
ML01FF10,retifanlimab
ML01FG,vaskulær endotelial vækstfaktor (VEGF/VEGFR) hæmmere
ML01FG01,bevacizumab
ML01FG02,ramucirumab
ML01FX,andre monoklonale antistoffer og antistof-lægemiddel-konjugater
ML01FX01,edrecolomab
ML01FX02,gemtuzumab ozogamicin
ML01FX03,catumaxomab
ML01FX04,ipilimumab
ML01FX05,brentuximab vedotin
ML01FX06,dinutuximab beta
ML01FX07,blinatumomab
ML01FX08,elotuzumab
ML01FX09,mogamulizumab
ML01FX10,olaratumab
ML01FX11,bermekimab
ML01FX12,tafasitamab
ML01FX13,enfortumab vedotin
ML01FX14,polatuzumab vedotin
ML01FX15,belantamab mafodotin
ML01FX16,oportuzumab monatox
ML01FX17,sacituzumab govitecan
ML01FX18,amivantamab
ML01FX19,sabatolimab
ML01FX20,tremelimumab
ML01FX21,naxitamab
ML01FX22,loncastuximab tesirin
ML01FX23,tisotumab vedotin
ML01X,andre antineoplastiske stoffer
ML01XA,platin-forbindelser
ML01XA01,cisplatin
ML01XA02,carboplatin
ML01XA03,oxaliplatin
ML01XA04,satraplatin
ML01XA05,polyplatillen
ML01XB,methylhydraziner
ML01XB01,procarbazin
ML01XD,sensibilatorer til fotodynamisk/stråle-terapi
ML01XD01,porfimernatrium
ML01XD03,methylaminolevulinat
ML01XD04,aminolevulinsyre
ML01XD05,temoporfin
ML01XD06,efaproxiral
ML01XD07,padeliporfin
ML01XF,retinoider til cancerbehandling
ML01XF01,tretinoin
ML01XF02,alitretinoin
ML01XF03,bexaroten
ML01XG,proteasomhæmmere
ML01XG01,bortezomib
ML01XG02,carfilzomib
ML01XG03,ixazomib
ML01XH,histondeacetylase (HDAC) hæmmere
ML01XH01,vorinostat
ML01XH02,romidepsin
ML01XH03,panobinostat
ML01XH04,belinostat
ML01XH05,entinostat
ML01XJ,hedgehog pathway hæmmere
ML01XJ01,vismodegib
ML01XJ02,sonidegib
ML01XJ03,glasdegib
ML01XK,poly (ADP-ribose) polymerase (PARP) hæmmere
ML01XK01,olaparib
ML01XK02,niraparib
ML01XK03,rucaparib
ML01XK04,talazoparib
ML01XK05,veliparib
ML01XK06,pamiparib
ML01XL,antineoplastisk celle- og genterapi
ML01XL01,sitimagen ceradenovec
ML01XL02,talimogen laherparepvec
ML01XL03,axicabtagen ciloleucel
ML01XL04,tisagenlecleucel
ML01XL05,ciltacabtagen autoleucel
ML01XL06,brexucabtagen autoleucel
ML01XL07,idecabtagen vicleucel
ML01XX,andre neoplastiske stoffer
ML01XX01,amsacrin
ML01XX02,asparaginase
ML01XX03,altretamin
ML01XX05,hydroxycarbamid
ML01XX07,lonidamin
ML01XX08,pentostatin
ML01XX10,masoprocol
ML01XX11,estramustin
ML01XX16,mitoguazon
ML01XX18,tiazofurin
ML01XX23,mitotan
ML01XX24,pegaspargase
ML01XX27,arsentrioxid
ML01XX29,denileukin diftitox
ML01XX33,celecoxib
ML01XX35,anagrelid
ML01XX36,oblimersen
ML01XX40,omacetaxine mepesuccinat
ML01XX41,eribulin
ML01XX44,aflibercept
ML01XX52,venetoclax
ML01XX53,vosaroxin
ML01XX57,plitidepsin
ML01XX58,epacadostat
ML01XX59,enasidenib
ML01XX62,ivosidenib
ML01XX66,selinexor
ML01XX67,tagraxofusp
ML01XX69,lurbinectedin
ML01XX72,tazemetostat
ML01XX73,sotorasib
ML01XX74,belzutifan
ML01XX75,tebentafusp
ML01XX77,adagrasib
ML01XY,kombinationer af antineoplastiske stoffer
ML01XY01,cytarabin og daunorubicin
ML01XY02,pertuzumab og trastuzumab
ML01XY03,nivolumab og relatlimab
ML02,endocrin terapi
ML02A,hormoner og beslægtede stoffer
ML02AA,østrogener
ML02AA01,diethylstilbestrol
ML02AA02,polyestradiolphosphat
ML02AA03,ethinylestradiol
ML02AA04,fosfestrol
ML02AB,gestagener
ML02AB01,megestrol
ML02AB02,medroxyprogesteron
ML02AB03,gestonoron
ML02AE,gonadotropin-releasing hormon analoger
ML02AE01,buserelin
ML02AE02,leuprorelin
ML02AE03,goserelin
ML02AE04,triptorelin
ML02AE05,histrelin
ML02AE51,leuprorelin og bicalutamid
ML02AX,andre hormoner
ML02B,hormon-antagonister og lign. stoffer
ML02BA,anti-østrogener
ML02BA01,tamoxifen
ML02BA02,toremifen
ML02BA03,fulvestrant
ML02BB,anti-androgener
ML02BB01,flutamid
ML02BB02,nilutamid
ML02BB03,bicalutamid
ML02BB04,enzalutamid
ML02BB05,apalutamid
ML02BB06,darolutamid
ML02BG,aromatase inhibitorer
ML02BG01,aminogluthetimid
ML02BG02,formestan
ML02BG03,anastrozol
ML02BG04,letrozol
ML02BG05,vorozol
ML02BG06,exemestan
ML02BX,andre hormon-antagonister og lign. stoffer
ML02BX01,abarelix
ML02BX02,degarelix
ML02BX03,abirateron
ML02BX04,relugolix
ML03,immunstimulerende midler
ML03A,immunstimulanter
ML03AA,kolonistimulerende faktorer
ML03AA02,filgrastim
ML03AA03,molgramostim
ML03AA09,sargramostim
ML03AA10,lenograstim
ML03AA12,ancestim
ML03AA13,pegfilgrastim
ML03AA14,lipegfilgrastim
ML03AA15,balugrastim
ML03AA16,empegfilgrastim
ML03AA17,pegteograstim
ML03AA18,efbemalenograstim alfa
ML03AB,interferoner
ML03AB01,interferon alfa naturligt
ML03AB02,interferon beta naturligt
ML03AB03,interferon gamma
ML03AB04,interferon alfa-2A
ML03AB05,interferon alfa-2B
ML03AB06,interferon alfa-N1
ML03AB07,interferon beta-1A
ML03AB08,interferon beta-1B
ML03AB09,interferon alfacon-1
ML03AB10,Peginterferon alfa-2B
ML03AB11,peginterferon alfa-2A
ML03AB12,albinterferon alfa-2B
ML03AB13,peginterferon beta-1A
ML03AB14,cepeginterferon alfa-2B
ML03AB15,ropeginterferon alfa-2b
ML03AB16,peginterferon alfacon-2
ML03AB60,"peginterferon-alfa-2B, komb."
ML03AB61,"peginterferon alfa-2A, kombinationer"
ML03AC,interleukiner
ML03AC01,aldesleukin
ML03AC02,oprelvekin
ML03AX,andre immunstimulanter
ML03AX01,lentinan
ML03AX02,roquinimex
ML03AX03,bcg vaccine
ML03AX04,pegademase
ML03AX05,pidotimod
ML03AX07,poly I:C
ML03AX08,poly ICLC
ML03AX09,thymopentin
ML03AX10,immunocyanin
ML03AX11,tasonermin
ML03AX12,melanoma vaccine
ML03AX13,glatirameracetat
ML03AX14,histamindihydrochlorid
ML03AX15,mifamurtid
ML03AX16,plerixafor
ML03AX17,sipuleucel-T
ML03AX18,cridanimod
ML03AX19,dasiprotimut-T
ML03AX21,elapegademase
ML04,immunsuppressiva
ML04A,immunsuppressiva
ML04AA,selektive immunsuppressiva
ML04AA02,muromonab-CD3
ML04AA03,antilymfocyt immunoglobulin
ML04AA04,antithymocyt immunoglobulin
ML04AA06,mycophenolsyre
ML04AA10,sirolimus
ML04AA13,leflunomid
ML04AA15,alefacept
ML04AA18,everolimus
ML04AA19,gusperimus
ML04AA21,efalizumab
ML04AA22,abetimus
ML04AA23,natalizumab
ML04AA24,abatacept
ML04AA25,eculizumab
ML04AA26,belimumab
ML04AA27,fingolimod
ML04AA28,belatacept
ML04AA29,tofacitinib
ML04AA31,teriflunomid
ML04AA32,apremilast
ML04AA33,vedolizumab
ML04AA34,alemtuzumab
ML04AA35,begelomab
ML04AA36,ocrelizumab
ML04AA37,baricitinib
ML04AA38,ozanimod
ML04AA39,emapalumab
ML04AA40,cladribin
ML04AA41,imlifidase
ML04AA42,siponimod
ML04AA43,ravulizumab
ML04AA44,upadacitinib
ML04AA45,filgotinib
